dataset,model,block,bandwidth_mbps,dag_bytes,chain_bytes,saved_bytes,size_saved_pct,dag_serialize_ms,chain_serialize_ms,saved_serialize_ms,dag_transfer_ms,chain_transfer_ms,saved_transfer_ms,dag_total_ms,chain_total_ms,saved_total_ms,total_saved_pct
imagenet100,resnet50,layer3.0,1.0,1605632,802816,802816,50.0,0.9835,0.4764,0.5071,12847.056,6424.528,6422.528,12848.0395,6425.0044,6423.0351,49.99
imagenet100,resnet50,layer3.0,10.0,1605632,802816,802816,50.0,0.9835,0.4764,0.5071,1286.5056,644.2528,642.2528,1287.4891,644.7292,642.7599,49.92
imagenet100,resnet50,layer3.0,100.0,1605632,802816,802816,50.0,0.9835,0.4764,0.5071,130.4506,66.2253,64.2253,131.434,66.7016,64.7324,49.25
imagenet100,resnet50,layer3.1,1.0,1605632,802816,802816,50.0,0.9556,0.4772,0.4783,12847.056,6424.528,6422.528,12848.0116,6425.0052,6423.0063,49.99
imagenet100,resnet50,layer3.1,10.0,1605632,802816,802816,50.0,0.9556,0.4772,0.4783,1286.5056,644.2528,642.2528,1287.4612,644.73,642.7311,49.92
imagenet100,resnet50,layer3.1,100.0,1605632,802816,802816,50.0,0.9556,0.4772,0.4783,130.4506,66.2253,64.2253,131.4061,66.7025,64.7036,49.24
imagenet100,resnet50,layer3.2,1.0,1605632,802816,802816,50.0,0.9733,0.4767,0.4966,12847.056,6424.528,6422.528,12848.0293,6425.0047,6423.0246,49.99
imagenet100,resnet50,layer3.2,10.0,1605632,802816,802816,50.0,0.9733,0.4767,0.4966,1286.5056,644.2528,642.2528,1287.4789,644.7295,642.7494,49.92
imagenet100,resnet50,layer3.2,100.0,1605632,802816,802816,50.0,0.9733,0.4767,0.4966,130.4506,66.2253,64.2253,131.4238,66.702,64.7219,49.25
imagenet100,resnet50,layer3.3,1.0,1605632,802816,802816,50.0,0.9565,0.4756,0.4808,12847.056,6424.528,6422.528,12848.0125,6425.0036,6423.0088,49.99
imagenet100,resnet50,layer3.3,10.0,1605632,802816,802816,50.0,0.9565,0.4756,0.4808,1286.5056,644.2528,642.2528,1287.4621,644.7284,642.7336,49.92
imagenet100,resnet50,layer3.3,100.0,1605632,802816,802816,50.0,0.9565,0.4756,0.4808,130.4506,66.2253,64.2253,131.407,66.7009,64.7061,49.24
imagenet100,resnet50,layer3.4,1.0,1605632,802816,802816,50.0,0.9526,0.4774,0.4751,12847.056,6424.528,6422.528,12848.0086,6425.0054,6423.0031,49.99
imagenet100,resnet50,layer3.4,10.0,1605632,802816,802816,50.0,0.9526,0.4774,0.4751,1286.5056,644.2528,642.2528,1287.4582,644.7302,642.7279,49.92
imagenet100,resnet50,layer3.4,100.0,1605632,802816,802816,50.0,0.9526,0.4774,0.4751,130.4506,66.2253,64.2253,131.4031,66.7027,64.7004,49.24
imagenet100,resnet50,layer3.5,1.0,1605632,802816,802816,50.0,0.9545,0.4768,0.4777,12847.056,6424.528,6422.528,12848.0105,6425.0048,6423.0057,49.99
imagenet100,resnet50,layer3.5,10.0,1605632,802816,802816,50.0,0.9545,0.4768,0.4777,1286.5056,644.2528,642.2528,1287.4601,644.7296,642.7305,49.92
imagenet100,resnet50,layer3.5,100.0,1605632,802816,802816,50.0,0.9545,0.4768,0.4777,130.4506,66.2253,64.2253,131.4051,66.7021,64.703,49.24
imagenet100,resnet50,layer4.0,1.0,802816,401408,401408,50.0,0.5503,0.2743,0.276,6424.528,3213.264,3211.264,6425.0783,3213.5383,3211.54,49.98
imagenet100,resnet50,layer4.0,10.0,802816,401408,401408,50.0,0.5503,0.2743,0.276,644.2528,323.1264,321.1264,644.8031,323.4007,321.4024,49.85
imagenet100,resnet50,layer4.0,100.0,802816,401408,401408,50.0,0.5503,0.2743,0.276,66.2253,34.1126,32.1126,66.7756,34.387,32.3887,48.5
imagenet100,resnet50,layer4.1,1.0,802816,401408,401408,50.0,0.5492,0.2743,0.2749,6424.528,3213.264,3211.264,6425.0772,3213.5383,3211.5389,49.98
imagenet100,resnet50,layer4.1,10.0,802816,401408,401408,50.0,0.5492,0.2743,0.2749,644.2528,323.1264,321.1264,644.802,323.4007,321.4013,49.84
imagenet100,resnet50,layer4.1,100.0,802816,401408,401408,50.0,0.5492,0.2743,0.2749,66.2253,34.1126,32.1126,66.7745,34.3869,32.3876,48.5
imagenet100,resnet50,layer4.2,1.0,802816,401408,401408,50.0,0.5486,0.275,0.2735,6424.528,3213.264,3211.264,6425.0766,3213.539,3211.5375,49.98
imagenet100,resnet50,layer4.2,10.0,802816,401408,401408,50.0,0.5486,0.275,0.2735,644.2528,323.1264,321.1264,644.8014,323.4014,321.3999,49.84
imagenet100,resnet50,layer4.2,100.0,802816,401408,401408,50.0,0.5486,0.275,0.2735,66.2253,34.1126,32.1126,66.7738,34.3877,32.3862,48.5
