dataset,model,block,bandwidth_mbps,dag_bytes,chain_bytes,saved_bytes,size_saved_pct,dag_serialize_ms,chain_serialize_ms,saved_serialize_ms,dag_transfer_ms,chain_transfer_ms,saved_transfer_ms,dag_total_ms,chain_total_ms,saved_total_ms,total_saved_pct
imagenet100,resnet50,layer1.0,1.0,6422528,3211264,3211264,50.0,3.3877,1.7601,1.6276,51382.224,25692.112,25690.112,51385.6117,25693.8721,25691.7396,50.0
imagenet100,resnet50,layer1.0,10.0,6422528,3211264,3211264,50.0,3.3877,1.7601,1.6276,5140.0224,2571.0112,2569.0112,5143.4101,2572.7713,2570.6388,49.98
imagenet100,resnet50,layer1.0,100.0,6422528,3211264,3211264,50.0,3.3877,1.7601,1.6276,515.8022,258.9011,256.9011,519.1899,260.6612,258.5287,49.79
imagenet100,resnet50,layer1.1,1.0,6422528,3211264,3211264,50.0,5.6851,1.8775,3.8075,51382.224,25692.112,25690.112,51387.9091,25693.9895,25693.9195,50.0
imagenet100,resnet50,layer1.1,10.0,6422528,3211264,3211264,50.0,5.6851,1.8775,3.8075,5140.0224,2571.0112,2569.0112,5145.7075,2572.8887,2572.8187,50.0
imagenet100,resnet50,layer1.1,100.0,6422528,3211264,3211264,50.0,5.6851,1.8775,3.8075,515.8022,258.9011,256.9011,521.4873,260.7787,260.7086,49.99
imagenet100,resnet50,layer1.2,1.0,6422528,3211264,3211264,50.0,4.4486,1.6619,2.7867,51382.224,25692.112,25690.112,51386.6726,25693.7739,25692.8987,50.0
imagenet100,resnet50,layer1.2,10.0,6422528,3211264,3211264,50.0,4.4486,1.6619,2.7867,5140.0224,2571.0112,2569.0112,5144.471,2572.6731,2571.7979,49.99
imagenet100,resnet50,layer1.2,100.0,6422528,3211264,3211264,50.0,4.4486,1.6619,2.7867,515.8022,258.9011,256.9011,520.2509,260.5631,259.6878,49.92
imagenet100,resnet50,layer2.0,1.0,3211264,1605632,1605632,50.0,1.8199,0.8869,0.9329,25692.112,12847.056,12845.056,25693.9319,12847.9429,12845.9889,50.0
imagenet100,resnet50,layer2.0,10.0,3211264,1605632,1605632,50.0,1.8199,0.8869,0.9329,2571.0112,1286.5056,1284.5056,2572.8311,1287.3925,1285.4385,49.96
imagenet100,resnet50,layer2.0,100.0,3211264,1605632,1605632,50.0,1.8199,0.8869,0.9329,258.9011,130.4506,128.4506,260.721,131.3375,129.3835,49.63
imagenet100,resnet50,layer2.1,1.0,3211264,1605632,1605632,50.0,1.774,0.8841,0.89,25692.112,12847.056,12845.056,25693.886,12847.9401,12845.946,50.0
imagenet100,resnet50,layer2.1,10.0,3211264,1605632,1605632,50.0,1.774,0.8841,0.89,2571.0112,1286.5056,1284.5056,2572.7852,1287.3897,1285.3956,49.96
imagenet100,resnet50,layer2.1,100.0,3211264,1605632,1605632,50.0,1.774,0.8841,0.89,258.9011,130.4506,128.4506,260.6752,131.3347,129.3405,49.62
imagenet100,resnet50,layer2.2,1.0,3211264,1605632,1605632,50.0,1.771,0.8844,0.8866,25692.112,12847.056,12845.056,25693.883,12847.9404,12845.9426,50.0
imagenet100,resnet50,layer2.2,10.0,3211264,1605632,1605632,50.0,1.771,0.8844,0.8866,2571.0112,1286.5056,1284.5056,2572.7822,1287.39,1285.3922,49.96
imagenet100,resnet50,layer2.2,100.0,3211264,1605632,1605632,50.0,1.771,0.8844,0.8866,258.9011,130.4506,128.4506,260.6721,131.335,129.3371,49.62
imagenet100,resnet50,layer2.3,1.0,3211264,1605632,1605632,50.0,1.7705,0.8814,0.8891,25692.112,12847.056,12845.056,25693.8825,12847.9374,12845.9451,50.0
imagenet100,resnet50,layer2.3,10.0,3211264,1605632,1605632,50.0,1.7705,0.8814,0.8891,2571.0112,1286.5056,1284.5056,2572.7817,1287.387,1285.3947,49.96
imagenet100,resnet50,layer2.3,100.0,3211264,1605632,1605632,50.0,1.7705,0.8814,0.8891,258.9011,130.4506,128.4506,260.6717,131.332,129.3397,49.62
imagenet100,resnet50,layer3.0,1.0,1605632,802816,802816,50.0,0.9759,0.5305,0.4454,12847.056,6424.528,6422.528,12848.0319,6425.0585,6422.9734,49.99
imagenet100,resnet50,layer3.0,10.0,1605632,802816,802816,50.0,0.9759,0.5305,0.4454,1286.5056,644.2528,642.2528,1287.4815,644.7833,642.6982,49.92
imagenet100,resnet50,layer3.0,100.0,1605632,802816,802816,50.0,0.9759,0.5305,0.4454,130.4506,66.2253,64.2253,131.4265,66.7558,64.6707,49.21
imagenet100,resnet50,layer3.1,1.0,1605632,802816,802816,50.0,0.9723,0.4826,0.4897,12847.056,6424.528,6422.528,12848.0283,6425.0106,6423.0177,49.99
imagenet100,resnet50,layer3.1,10.0,1605632,802816,802816,50.0,0.9723,0.4826,0.4897,1286.5056,644.2528,642.2528,1287.4779,644.7354,642.7425,49.92
imagenet100,resnet50,layer3.1,100.0,1605632,802816,802816,50.0,0.9723,0.4826,0.4897,130.4506,66.2253,64.2253,131.4229,66.7079,64.7149,49.24
