dataset,model,block,bandwidth_mbps,dag_bytes,chain_bytes,saved_bytes,size_saved_pct,dag_serialize_ms,chain_serialize_ms,saved_serialize_ms,dag_transfer_ms,chain_transfer_ms,saved_transfer_ms,dag_total_ms,chain_total_ms,saved_total_ms,total_saved_pct
imagenet100,resnet50,layer3.1,1.0,1605632,802816,802816,50.0,0.9454,0.4746,0.4708,12847.056,6424.528,6422.528,12848.0014,6425.0026,6422.9988,49.99
imagenet100,resnet50,layer3.1,10.0,1605632,802816,802816,50.0,0.9454,0.4746,0.4708,1286.5056,644.2528,642.2528,1287.451,644.7274,642.7236,49.92
imagenet100,resnet50,layer3.1,100.0,1605632,802816,802816,50.0,0.9454,0.4746,0.4708,130.4506,66.2253,64.2253,131.3959,66.6999,64.696,49.24
imagenet100,resnet50,layer3.2,1.0,1605632,802816,802816,50.0,0.9465,0.4728,0.4737,12847.056,6424.528,6422.528,12848.0025,6425.0008,6423.0017,49.99
imagenet100,resnet50,layer3.2,10.0,1605632,802816,802816,50.0,0.9465,0.4728,0.4737,1286.5056,644.2528,642.2528,1287.4521,644.7256,642.7265,49.92
imagenet100,resnet50,layer3.2,100.0,1605632,802816,802816,50.0,0.9465,0.4728,0.4737,130.4506,66.2253,64.2253,131.397,66.6981,64.699,49.24
imagenet100,resnet50,layer3.3,1.0,1605632,802816,802816,50.0,0.9441,0.4741,0.47,12847.056,6424.528,6422.528,12848.0001,6425.0021,6422.998,49.99
imagenet100,resnet50,layer3.3,10.0,1605632,802816,802816,50.0,0.9441,0.4741,0.47,1286.5056,644.2528,642.2528,1287.4497,644.7269,642.7228,49.92
imagenet100,resnet50,layer3.3,100.0,1605632,802816,802816,50.0,0.9441,0.4741,0.47,130.4506,66.2253,64.2253,131.3947,66.6994,64.6953,49.24
imagenet100,resnet50,layer3.4,1.0,1605632,802816,802816,50.0,0.9469,0.4743,0.4725,12847.056,6424.528,6422.528,12848.0029,6425.0023,6423.0005,49.99
imagenet100,resnet50,layer3.4,10.0,1605632,802816,802816,50.0,0.9469,0.4743,0.4725,1286.5056,644.2528,642.2528,1287.4525,644.7271,642.7253,49.92
imagenet100,resnet50,layer3.4,100.0,1605632,802816,802816,50.0,0.9469,0.4743,0.4725,130.4506,66.2253,64.2253,131.3974,66.6996,64.6978,49.24
imagenet100,resnet50,layer3.5,1.0,1605632,802816,802816,50.0,0.9445,0.4735,0.4709,12847.056,6424.528,6422.528,12848.0005,6425.0015,6422.9989,49.99
imagenet100,resnet50,layer3.5,10.0,1605632,802816,802816,50.0,0.9445,0.4735,0.4709,1286.5056,644.2528,642.2528,1287.4501,644.7263,642.7237,49.92
imagenet100,resnet50,layer3.5,100.0,1605632,802816,802816,50.0,0.9445,0.4735,0.4709,130.4506,66.2253,64.2253,131.395,66.6988,64.6962,49.24
imagenet100,resnet50,layer4.0,1.0,802816,401408,401408,50.0,0.5345,0.2671,0.2674,6424.528,3213.264,3211.264,6425.0625,3213.5311,3211.5314,49.98
imagenet100,resnet50,layer4.0,10.0,802816,401408,401408,50.0,0.5345,0.2671,0.2674,644.2528,323.1264,321.1264,644.7873,323.3935,321.3938,49.84
imagenet100,resnet50,layer4.0,100.0,802816,401408,401408,50.0,0.5345,0.2671,0.2674,66.2253,34.1126,32.1126,66.7598,34.3797,32.3801,48.5
imagenet100,resnet50,layer4.1,1.0,802816,401408,401408,50.0,0.5327,0.2684,0.2643,6424.528,3213.264,3211.264,6425.0607,3213.5324,3211.5283,49.98
imagenet100,resnet50,layer4.1,10.0,802816,401408,401408,50.0,0.5327,0.2684,0.2643,644.2528,323.1264,321.1264,644.7855,323.3948,321.3907,49.84
imagenet100,resnet50,layer4.1,100.0,802816,401408,401408,50.0,0.5327,0.2684,0.2643,66.2253,34.1126,32.1126,66.758,34.3811,32.377,48.5
imagenet100,resnet50,layer4.2,1.0,802816,401408,401408,50.0,0.5342,0.2703,0.2639,6424.528,3213.264,3211.264,6425.0622,3213.5343,3211.5279,49.98
imagenet100,resnet50,layer4.2,10.0,802816,401408,401408,50.0,0.5342,0.2703,0.2639,644.2528,323.1264,321.1264,644.787,323.3967,321.3903,49.84
imagenet100,resnet50,layer4.2,100.0,802816,401408,401408,50.0,0.5342,0.2703,0.2639,66.2253,34.1126,32.1126,66.7595,34.383,32.3765,48.5
