model,dataset,compensator,rank,calib_size,epochs,final_calib_loss,top1,top5,loss,latency_ms,latency_std_ms,peak_memory_mb,macs,params
resnet50,imagenet,full_residual,0,0,0,0.0,80.122,95.24,1.418019,81.1597,21.3376,779.67,4087138304,25557032
resnet50,imagenet,plain,0,0,0,0.0,74.958,92.614,1.869577,85.0738,22.8154,880.39,4087138304,25557032
resnet50,imagenet,linear1x1,0,4196,10,0.32564,79.082,94.614,1.541426,89.7599,24.4345,1080.06,4292659200,45691688
resnet50,imagenet,low_rank_r8,8,4196,10,0.418764,78.182,94.244,1.710377,82.585,21.2287,989.29,4088743936,25798696
resnet50,imagenet,low_rank_r16,16,4196,10,0.393889,78.53,94.378,1.666698,81.2676,21.4339,989.34,4090349568,26040360
resnet50,imagenet,low_rank_r32,32,4196,10,0.370556,78.632,94.418,1.618409,80.4815,20.963,992.18,4093560832,26523688
resnet50,imagenet,adapter,16,4196,10,0.392078,78.6,94.422,1.657483,80.6786,21.5415,990.04,4090349568,26055720
