dataset,model,block,bandwidth_mbps,dag_bytes,chain_bytes,saved_bytes,size_saved_pct,dag_serialize_ms,chain_serialize_ms,saved_serialize_ms,dag_transfer_ms,chain_transfer_ms,saved_transfer_ms,dag_total_ms,chain_total_ms,saved_total_ms,total_saved_pct
imagenet,resnet50,layer3.2,10.0,1605632,802816,802816,50.0,1.0916,0.5455,0.5462,1286.5056,644.2528,642.2528,1287.5972,644.7983,642.799,49.92
imagenet,resnet50,layer3.2,100.0,1605632,802816,802816,50.0,1.0916,0.5455,0.5462,130.4506,66.2253,64.2253,131.5422,66.7707,64.7714,49.24
imagenet,resnet50,layer3.3,1.0,1605632,802816,802816,50.0,1.0942,0.5456,0.5486,12847.056,6424.528,6422.528,12848.1502,6425.0736,6423.0766,49.99
imagenet,resnet50,layer3.3,10.0,1605632,802816,802816,50.0,1.0942,0.5456,0.5486,1286.5056,644.2528,642.2528,1287.5998,644.7984,642.8014,49.92
imagenet,resnet50,layer3.3,100.0,1605632,802816,802816,50.0,1.0942,0.5456,0.5486,130.4506,66.2253,64.2253,131.5448,66.7709,64.7739,49.24
imagenet,resnet50,layer3.4,1.0,1605632,802816,802816,50.0,1.0916,0.5447,0.5469,12847.056,6424.528,6422.528,12848.1476,6425.0727,6423.0749,49.99
imagenet,resnet50,layer3.4,10.0,1605632,802816,802816,50.0,1.0916,0.5447,0.5469,1286.5056,644.2528,642.2528,1287.5972,644.7975,642.7997,49.92
imagenet,resnet50,layer3.4,100.0,1605632,802816,802816,50.0,1.0916,0.5447,0.5469,130.4506,66.2253,64.2253,131.5422,66.77,64.7722,49.24
imagenet,resnet50,layer3.5,1.0,1605632,802816,802816,50.0,1.0911,0.5458,0.5453,12847.056,6424.528,6422.528,12848.1471,6425.0738,6423.0733,49.99
imagenet,resnet50,layer3.5,10.0,1605632,802816,802816,50.0,1.0911,0.5458,0.5453,1286.5056,644.2528,642.2528,1287.5967,644.7986,642.7981,49.92
imagenet,resnet50,layer3.5,100.0,1605632,802816,802816,50.0,1.0911,0.5458,0.5453,130.4506,66.2253,64.2253,131.5417,66.7711,64.7706,49.24
imagenet,resnet50,layer4.0,1.0,802816,401408,401408,50.0,0.7223,0.3617,0.3606,6424.528,3213.264,3211.264,6425.2503,3213.6257,3211.6246,49.98
imagenet,resnet50,layer4.0,10.0,802816,401408,401408,50.0,0.7223,0.3617,0.3606,644.2528,323.1264,321.1264,644.9751,323.4881,321.487,49.84
imagenet,resnet50,layer4.0,100.0,802816,401408,401408,50.0,0.7223,0.3617,0.3606,66.2253,34.1126,32.1126,66.9476,34.4743,32.4732,48.51
imagenet,resnet50,layer4.1,1.0,802816,401408,401408,50.0,0.7233,0.362,0.3613,6424.528,3213.264,3211.264,6425.2513,3213.626,3211.6253,49.98
imagenet,resnet50,layer4.1,10.0,802816,401408,401408,50.0,0.7233,0.362,0.3613,644.2528,323.1264,321.1264,644.9761,323.4884,321.4877,49.84
imagenet,resnet50,layer4.1,100.0,802816,401408,401408,50.0,0.7233,0.362,0.3613,66.2253,34.1126,32.1126,66.9485,34.4746,32.4739,48.51
imagenet,resnet50,layer4.2,1.0,802816,401408,401408,50.0,0.7211,0.3602,0.361,6424.528,3213.264,3211.264,6425.2491,3213.6242,3211.625,49.98
imagenet,resnet50,layer4.2,10.0,802816,401408,401408,50.0,0.7211,0.3602,0.361,644.2528,323.1264,321.1264,644.9739,323.4866,321.4874,49.85
imagenet,resnet50,layer4.2,100.0,802816,401408,401408,50.0,0.7211,0.3602,0.361,66.2253,34.1126,32.1126,66.9464,34.4728,32.4736,48.51
