dataset_source,model,block,l2_ratio_mean,cosine_mean
synthetic,resnet18,layer1.0,1.3299705982208252,-0.018035240471363068
synthetic,resnet18,layer1.1,1.1602848768234253,0.06489260494709015
synthetic,resnet18,layer2.0,0.8861629962921143,0.0792417973279953
synthetic,resnet18,layer2.1,1.1614407300949097,0.03842658922076225
synthetic,resnet18,layer3.0,0.9485507607460022,-0.04190361872315407
synthetic,resnet18,layer3.1,1.2326111793518066,-0.036016155034303665
synthetic,resnet18,layer4.0,0.7640407085418701,0.04372364655137062
synthetic,resnet18,layer4.1,1.01585054397583,-0.009539781138300896
